token,score
je,6.19
vais,5.46
pouvoir,5.79
dormir,4.06
https,4.56
t,6.09
co,6.35
rexjpyohi7,5.0
151,4.31
rt,5.62
au,7.33
salon,6.9
de,6.24
l,6.15
agriculture,4.55
avec,6.72
le,7.76
président,6.59
visite,5.83
aux,6.83
sia2016,5.0
ht,5.34
152,3.82
rt,5.62
le,7.76
père,6.06
benoît,5.68
lacroix,6.49
s,5.9
éteint,5.0
à,7.29
100,4.9
ans,5.18
https,4.56
t,6.09
co,6.35
l6hilqnv6r,5.0
153,3.63
rt,5.62
sur,6.28
le,7.76
coran,5.02
a,5.78
la,5.78
sortie,4.98
du,7.73
lycee,5.6
jai,6.93
pousser,5.0
une,7.07
meuf,5.0
sans,5.94
mexcuser,5.0
elle,7.61
ma,6.33
ajouter,5.0
sur,6.28
fb,6.38
elle,7.61
ma,6.33
dis,5.02
depuis,6.45
tu,5.59
ma,6.33
pousser,5.0
j,6.62
154,3.36
on,6.06
combat,4.32
le,7.76
grand,6.64
froid,5.76
ac,5.93
ces,5.36
moufles,5.0
réalisées,5.0
à,7.29
partir,5.17
d,5.91
un,4.86
vieux,7.34
pull,4.84
recup,5.0
diy,5.54
couture,6.53
tutovideo,5.0
https,4.56
t,6.09
co,6.35
skoeygshis,5.0
155,4.38
la,5.78
fete,5.85
d,5.91
anniversaire,5.79
de,6.24
jb,6.26
yavai,5.0
tout,6.58
le,7.76
monde,6.69
wsh,3.34
157,3.61
rt,5.62
booba,5.15
il,5.33
a,5.78
juste,6.45
dit,6.0
vivement,5.0
l,6.15
été,5.74
pourvu,5.0
qu,6.09
il,5.33
neige,5.43
il,5.33
a,5.78
déréglé,5.0
le,7.76
climat,5.49
158,4.01
s,5.9
étirer,5.0
c,6.35
est,6.17
mieux,5.58
que,5.08
le,7.76
sex,4.28
159,3.97
dans,6.67
le,7.76
même,6.66
schème,5.0
de,6.24
pensée,4.96
pervers,5.0
de,6.24
l,6.15
orangiste,5.0
canadian,6.04
ti,6.07
jean,6.9
chrétien,6.53
et,6.81
le,7.76
fameux,5.0
plan,4.86
b,6.19
https,4.56
t,6.09
co,6.35
m09jfmqwei,5.0
160,4.2
je,6.19
ne,5.81
peut,5.51
toujours,6.59
pas,5.86
me,6.01
connecter,5.0
alors,6.02
que,5.08
j,6.62
ai,5.57
été,5.74
banni,4.06
le,7.76
29,5.35
02,4.97
wtf,3.53
p,6.36
https,4.56
t,6.09
co,6.35
plqmlkvlxj,5.0
161,4.29
rt,5.62
dans,6.67
le,7.76
cadre,6.5
d,5.91
un,4.86
divorce,4.13
si,6.96
un,4.86
des,5.91
époux,5.0
oublie,5.0
de,6.24
mentionner,5.0
une,7.07
de,6.24
ses,6.19
sources,4.9
de,6.24
revenus,5.0
est,6.17
ce,6.34
que,5.08
ça,5.21
peut,5.51
lui,7.54
ê,5.02
162,3.95
il,5.33
était,5.93
temps,5.32
que,5.08
j,6.62
aille,5.0
chez,7.17
le,7.76
coiffeur,5.42
163,3.89
rt,5.62
le,7.76
meilleur,6.65
vine,6.15
français,6.21
sans,5.94
aucune,5.0
hésitation,5.0
https,4.56
t,6.09
co,6.35
boxwsoqxft,5.0
164,3.89
l,6.15
equipe,4.84
f1,5.37
grosjean,6.28
le,7.76
grand,6.64
frère,6.48
https,4.56
t,6.09
co,6.35
olqjd6xn8v,5.0
165,3.82
rt,5.62
de,6.24
la,5.78
neige,5.43
à,7.29
paris,5.67
en,4.83
mars,5.82
alors,6.02
qu,6.09
il,5.33
faisais,5.0
13,5.45
degrés,5.0
le,7.76
24,5.71
décembre,5.71
vas,6.72
falloir,5.0
m,5.94
expliquer,5.0
166,3.77
vous,6.27
savez,4.09
ce,6.34
que,5.08
c,6.35
est,6.17
un,4.86
placomusophile,5.0
si,6.96
oui,4.98
rendez,6.15
vous,6.27
le,7.76
6,6.13
mars,5.82
au,7.33
mesnil,6.9
sur,6.28
oger,5.61
https,4.56
t,6.09
co,6.35
86ps0hvy0c,5.0
167,3.7
rtl,5.84
un,4.86
puissant,6.16
séisme,5.0
crée,5.0
la,5.78
panique,5.0
en,4.83
indonésie,5.0
le,7.76
risque,5.1
de,6.24
revivre,5.0
un,4.86
nouveau,7.08
sri,5.53
lanka,5.33
est,6.17
finalemen,5.0
https,4.56
t,6.09
co,6.35
hhtzol4lql,5.0
168,3.31
as,6.16
tu,5.59
fait,5.63
un,4.86
papier,5.33
plus,6.56
long,5.61
sur,6.28
le,7.76
sujet,6.61
je,6.19
suis,5.84
hyper,5.24
intrigué,5.0
169,3.53
une,7.07
nouvelle,5.39
chanson,7.31
et,6.81
un,4.86
album,6.4
en,4.83
avril,6.64
pour,6.17
operators,4.57
le,7.76
projet,6.74
de,6.24
dan,6.34
boeckner,5.0
https,4.56
t,6.09
co,6.35
ndury82lcb,5.0
170,3.7
calme,5.0
parce,4.52
que,5.08
deja,4.18
le,7.76
mot,5.73
sandale,5.0
c,6.35
est,6.17
degueulasse,5.0
mdrrr,5.0
171,3.46
le,7.76
nez,5.34
et,6.81
la,5.78
bouche,6.47
172,3.75
chez,7.17
moi,5.82
ça,5.21
tourne,5.35
vraiment,5.0
bien,5.58
bon,8.13
pas,5.86
tout,6.58
à,7.29
fond,6.47
fxxa,5.0
en,4.83
anticrénelage,5.0
et,6.81
ombres,3.95
en,4.83
moyen,6.04
le,7.76
reste,6.64
en,4.83
élevé,5.0
173,3.81
je,6.19
les,6.43
revois,5.0
demain,5.65
si,6.96
vous,6.27
pensez,5.0
qu,6.09
il,5.33
y,5.74
a,5.78
des,5.91
endroits,5.0
plus,6.56
spécifiques,5.0
à,7.29
observer,6.05
dites,5.0
le,7.76
moi,5.82
174,4.06
suicide,3.98
de,6.24
chat,7.04
mais,5.7
ptdr,5.0
ou,5.94
va,4.51
le,7.76
monde,6.69
175,3.86
rt,5.62
la,5.78
neige,5.43
c,6.35
est,6.17
pour,6.17
vous,6.27
faire,6.22
oublier,5.0
la,5.78
loi,6.64
el,4.77
khomri,5.0
sachez,5.0
le,7.76
c,6.35
est,6.17
un,4.86
coup,4.75
de,6.24
176,3.62
chic_lady6,5.0
le,7.76
pays,5.0
où,5.69
il,5.33
neige,5.43
jamais,5.72
desert,4.68
arablife,5.0
via,5.48
twitter,5.75
https,4.56
t,6.09
co,6.35
8grfqtneqi,5.0
177,3.88
rt,5.62
dans,6.67
ta,6.73
tl,6.67
y,5.74
a,5.78
toujours,6.59
des,5.91
suceurs,5.0
qui,6.16
rt,5.62
ton,6.36
tweet,4.87
une,7.07
fois,6.11
que,5.08
tout,6.58
le,7.76
monde,6.69
le,7.76
rt,5.62
alors,6.02
qu,6.09
ils,5.46
l,6.15
avaient,5.0
très,5.87
bien,5.58
vu,4.76
au,7.33
178,3.99
rt,5.62
indorequest,5.0
europane,5.0
ou,5.94
le,7.76
dernier,5.31
bal,5.89
pour,6.17
https,4.56
t,6.09
co,6.35
1gmuxjcagi,5.0
179,4.14
rt,5.62
prêts,5.0
à,7.29
découvrir,5.0
le,7.76
clip,6.52
de,6.24
jaicherché,5.0
gt,7.05
il,5.33
sera,6.05
disponible,5.0
dans,6.67
exactement,5.0
30,5.47
minutes,5.53
sur,6.28
180,4.02
rt,5.62
cabella,5.0
raconte,5.0
l,6.15
enfer,4.07
des,5.91
français,6.21
à,7.29
newcastle,5.99
https,4.56
t,6.09
co,6.35
lzswk6ofck,5.0
181,3.35
rt,5.62
4,6.17
faites,5.0
pas,5.86
genre,5.56
on,6.06
juge,5.2
tous,5.86
plus,6.56
ou,5.94
moins,6.27
sur,6.28
le,7.76
physique,6.47
184,3.56
on,6.06
veut,4.88
allez,5.23
au,7.33
cinéma,6.49
mais,5.7
vu,4.76
le,7.76
temps,5.32
on,6.06
va,4.51
arriver,5.0
trempé,5.0
185,4.22
hello,5.72
le,7.76
kfthon,5.0
pour,6.17
notre,5.73
25e,4.56
remise,5.0
de,6.24
dons,6.09
est,6.17
lancé,5.0
merci,5.79
d,5.91
avance,4.83
pour,6.17
vos,6.03
contributions,5.27
kf25,5.0
team237,5.0
rt,5.62
https,4.56
t,6.09
co,6.35
xzhqxmqxfq,5.0
186,4.03
bah,5.68
j,6.62
ai,5.57
un,4.86
proble,5.0
de,6.24
mdp,5.13
sur,6.28
le,7.76
forum,5.79
187,3.11
pour,6.17
augmenter,5.0
le,7.76
taux,5.0
de,6.24
testostérone,5.0
de,6.24
manière,5.0
naturelle,5.1
sans,5.94
les,6.43
effets,5.0
secondaires,5.0
https,4.56
t,6.09
co,6.35
2r4bjeh9xj,5.0
188,3.4
rt,5.62
tu,5.59
ne,5.81
peux,5.0
pas,5.86
commencer,5.0
le,7.76
prochain,5.0
chapitre,5.0
de,6.24
ta,6.73
vie,6.28
si,6.96
tu,5.59
relis,4.95
sans,5.94
cesse,5.0
le,7.76
dernier,5.31
190,3.96
rt,5.62
breaking,4.34
news,4.91
cette,5.98
averse,4.23
de,6.24
neige,5.43
aura,6.23
duré,5.0
aussi,5.47
longtemps,5.0
que,5.08
le,7.76
pokémon,5.93
direct,5.22
192,3.9
rt,5.62
journal,5.35
de,6.24
fin,6.35
du,7.73
monde,6.69
jour,7.03
1,5.95
les,6.43
astres,4.2
sont,6.13
alignés,5.0
sa,5.22
y,5.74
est,6.17
la,5.78
neige,5.43
la,5.78
pluie,4.59
et,6.81
le,7.76
vent,5.84
se,5.9
sont,6.13
combiné,5.0
comme,6.58
la,5.78
pro,6.42
193,3.91
rt,5.62
booba,5.15
il,5.33
a,5.78
juste,6.45
dit,6.0
vivement,5.0
l,6.15
été,5.74
pourvu,5.0
qu,6.09
il,5.33
neige,5.43
il,5.33
a,5.78
déréglé,5.0
le,7.76
climat,5.49
194,3.35
rt,5.62
e17lfh,5.0
le,7.76
missile,4.74
à,7.29
la,5.78
hanche,5.0
signé,5.0
avec,6.72
l,6.15
handball,4.37
https,4.56
t,6.09
co,6.35
dcvzyrc38g,5.0
195,4.22
le,7.76
temps,5.32
il,5.33
arrete,5.0
pas,5.86
de,6.24
changer,6.52
aujd,5.0
196,4.12
j,6.62
ai,5.57
dit,6.0
a,5.78
yannick,6.79
et,6.81
ça,5.21
l,6.15
a,5.78
traumatisé,5.0
je,6.19
préfère,5.0
donc,5.13
garder,5.0
le,7.76
silence,3.68
197,4.16
rt,5.62
jveu,5.0
une,7.07
relationship,5.91
centrée,5.0
sur,6.28
la,5.78
religion,4.61
le,7.76
respect,5.9
d,5.91
autrui,5.0
et,6.81
la,5.78
baise,3.76
la,5.78
baiiiiise,5.0
aaaaaaa,5.0
jve,5.0
niker,5.0
198,4.29
suivez,5.0
le,7.76
match,5.72
en,4.83
live,5.81
audio,6.02
https,4.56
t,6.09
co,6.35
iiyqyjyf1z,5.0
199,4.91
on,6.06
en,4.83
parle,5.25
que,5.08
dans,6.67
le,7.76
sudil,5.0
fait,5.63
16deges,5.0
200,4.52
rt,5.62
la,5.78
neige,5.43
elle,7.61
est,6.17
partie,5.12
ossi,4.43
vite,6.62
que,5.08
le,7.76
harlem,4.95
shake,4.35
c,6.35
fou,7.49
201,3.36
rt,5.62
en,4.83
amitié,5.0
le,7.76
sagittaire,5.0
donne,5.44
beaucoup,5.51
de,6.24
conseils,5.0
et,6.81
de,6.24
paroles,5.11
réconfortantes,5.0
202,3.63
rt,5.62
e17lfh,5.0
le,7.76
missile,4.74
à,7.29
la,5.78
hanche,5.0
signé,5.0
avec,6.72
l,6.15
handball,4.37
https,4.56
t,6.09
co,6.35
dcvzyrc38g,5.0
203,4.27
avant,7.94
le,7.76
18,5.56
avril,6.64
1940,5.27
les,6.43
québécoises,5.0
n,6.26
avaient,5.0
pas,5.86
le,7.76
droit,5.52
de,6.24
vote,4.5
let,4.85
s,5.9
go,5.5
je,6.19
crois,4.75
en,4.83
toi,6.45
n,6.26
était,5.93
pas,5.86
assez,5.0
féminisme,5.0
assnat,5.0
204,4.35
foot,5.72
fifa,4.04
le,7.76
salaire,5.0
de,6.24
blatter,5.16
connu,5.0
fin,6.35
mars,5.82
https,4.56
t,6.09
co,6.35
yclgphekif,5.0
https,4.56
t,6.09
co,6.35
o4lc1fgphm,5.0
205,4.72
rt,5.62
oui,4.98
comme,6.58
ils,5.46
voient,5.0
le,7.76
musulman,5.0
en,4.83
potentiel,3.93
terroriste,5.0
ou,5.94
le,7.76
jeune,6.17
noir,6.97
en,4.83
potentiel,3.93
agresseur,5.0
https,4.56
t,6.09
co,6.35
qohdwdi86d,5.0
206,5.09
rt,5.62
le,7.76
petit,8.57
de,6.24
5,6.12
ans,5.18
qui,6.16
se,5.9
fait,5.63
violer,5.0
par,6.17
un,4.86
pédophile,5.0
c,6.35
est,6.17
sa,5.22
faute,4.88
aussi,5.47
psq,5.0
il,5.33
était,5.93
trop,4.65
sexy,6.63
avec,6.72
son,6.73
petit,8.57
short,5.56
207,4.57
rt,5.62
kan,6.12
tsort,5.0
ac,5.93
une,7.07
arab,4.27
c,6.35
bn,5.64
il,5.33
suffi,5.0
que,5.08
toubli,5.0
de,6.24
répondr,5.0
a,5.78
un,4.86
txto,5.0
et,6.81
tu,5.59
la,5.78
voi,3.96
tweeter,5.0
d,5.91
hadith,5.22
sur,6.28
le,7.76
comportemn,5.0
enver,4.72
ls,7.37
f,5.67
208,4.49
rt,5.62
le,7.76
conseil,5.56
de,6.24
sécurité,4.87
unanime,5.0
pour,6.17
alourdir,5.0
les,6.43
sanctions,3.34
contre,4.51
la,5.78
corée,5.0
du,7.73
nord,6.66
https,4.56
t,6.09
co,6.35
km0jgy7ljp,5.0
via,5.48
209,4.62
la,5.78
vérité,5.38
la,5.78
même,6.66
vas,6.72
y,5.74
déjà,4.5
neige,5.43
ou,5.94
pas,5.86
j,6.62
ai,5.57
pas,5.86
le,7.76
choix,6.3
de,6.24
partir,5.17
en,4.83
cours,6.41
et,6.81
je,6.19
vais,5.46
ressembler,5.0
à,7.29
un,4.86
mouton,7.47
là,6.05
210,4.65
rt,5.62
le,7.76
plan,4.86
valide,4.39
par,6.17
la,5.78
dirrecte,5.0
https,4.56
t,6.09
co,6.35
x6or2jeskw,5.0
211,4.81
rt,5.62
deja,4.18
une,7.07
meuf,5.0
qui,6.16
aime,6.4
le,7.76
poulet,5.5
t,6.09
sur,6.28
à,7.29
67,4.67
elle,7.61
aime,6.4
pas,5.86
mettre,5.0
de,6.24
manteau,5.56
https,4.56
t,6.09
co,6.35
atskrawwrn,5.0
212,4.47
le,7.76
contact,5.31
physique,6.47
c,6.35
est,6.17
trop,4.65
important,5.86
jtrouve,5.0
213,4.38
le,7.76
bébé,5.16
caché,3.44
de,6.24
christian,6.43
214,4.3
le,7.76
re,5.25
kb,5.7
que,5.08
le,7.76
este,4.94
atras,3.48
215,4.52
chocolat,6.33
chaud,6.13
le,7.76
bon,8.13
bail,4.67
en,4.83
rentrant,5.0
216,4.5
on,6.06
arrête,5.0
tout,6.58
la,5.78
vie,6.28
le,7.76
travail,5.39
le,7.76
ciné,5.48
le,7.76
goûter,5.0
avec,6.72
les,6.43
enfants,4.47
tout,6.58
on,6.06
arrête,5.0
tout,6.58
car,6.0
il,5.33
neige,5.43
oui,4.98
il,5.33
neige,5.43
à,7.29
paris,5.67
217,3.79
rt,5.62
https,4.56
t,6.09
co,6.35
swuvitvfmw,5.0
juppé,3.8
a,5.78
enfin,5.01
lu,6.82
le,7.76
coran,5.02
pour,6.17
nous,6.33
vendre,5.0
l,6.15
islam,5.19
de,6.24
france,5.73
pauvre,5.62
parti,5.91
islamo,4.7
vendu,5.0
que,5.08
so,5.61
218,4.2
rt,5.62
pour,6.17
info,6.23
il,5.33
reste,6.64
quelques,5.41
jours,5.77
pour,6.17
le,7.76
projet,6.74
pour,6.17
l,6.15
anniversaire,5.79
de,6.24
anaïs,6.42
envoyé,5.0
vos,6.03
montages,4.77
à,7.29
ou,5.94
pour,6.17
219,4.67
suivez,5.0
le,7.76
match,5.72
en,4.83
live,5.81
audio,6.02
le,7.76
paris,5.67
saint,6.47
germain,6.15
et,6.81
france,5.73
bleu,7.27
107,3.99
1,5.95
vous,6.27
proposent,5.0
de,6.24
suivre,5.0
la,5.78
rencont,5.0
https,4.56
t,6.09
co,6.35
zlen8mptj1,5.0
220,4.67
rt,5.62
jlt,3.93
et,6.81
quoi,4.32
qu,6.09
on,6.06
en,4.83
dise,5.0
un,4.86
entraîneur,5.0
n,6.26
est,6.17
pas,5.86
sur,6.28
le,7.76
terrain,5.27
so,5.61
lt,7.34
221,4.33
ma,6.33
mere,4.06
a,5.78
été,5.74
faire,6.22
le,7.76
courses,5.9
j,6.62
ai,5.57
insiste,2.05
pour,6.17
qu,6.09
elle,7.61
n,6.26
oublie,5.0
pas,5.86
les,6.43
chips,6.24
elle,7.61
a,5.78
prit,5.0
tôut,5.0
sauf,5.0
les,6.43
chips,6.24
222,4.94
rt,5.62
le,7.76
livre,6.67
de,6.24
la,5.78
jongle,5.0
https,4.56
t,6.09
co,6.35
51tqqzbur2,5.0
223,3.82
le,7.76
code,4.39
de,6.24
la,5.78
route,5.3
est,6.17
résumé,5.66
dans,6.67
le,7.76
code,4.39
de,6.24
la,5.78
route,5.3
populaire,6.01
n,6.26
oubliez,5.0
pas,5.86
de,6.24
réviser,5.0
avant,7.94
l,6.15
examen,4.54
https,4.56
t,6.09
co,6.35
vwtkyupfep,5.0
224,4.14
rt,5.62
on,6.06
dirait,5.0
trop,4.65
ma,6.33
daronne,5.0
qui,6.16
m,5.94
attend,5.17
quand,5.21
j,6.62
rentre,5.0
tard,6.09
le,7.76
soir,6.62
pour,6.17
m,5.94
enculer,5.0
ma,6.33
race,5.44
https,4.56
t,6.09
co,6.35
ytqjts75lz,5.0
225,4.5
wah,6.42
le,7.76
temps,5.32
hardcore,5.04
226,4.25
rt,5.62
a,5.78
quel,4.83
niveau,5.0
relou,5.0
vous,6.27
estimez,5.0
ce,6.34
mec,4.97
qui,6.16
fout,4.7
ses,6.19
pieds,5.58
à,7.29
côté,6.36
de,6.24
moi,5.82
j,6.62
le,7.76
connais,5.0
pas,5.86
il,5.33
pue,4.73
et,6.81
se,5.9
croit,5.0
seul,6.21
https,4.56
227,3.95
rt,5.62
booba,5.15
il,5.33
a,5.78
juste,6.45
dit,6.0
vivement,5.0
l,6.15
été,5.74
pourvu,5.0
qu,6.09
il,5.33
neige,5.43
il,5.33
a,5.78
déréglé,5.0
le,7.76
climat,5.49
228,3.36
jss,3.52
dans,6.67
la,5.78
merde,3.66
pr,4.06
le,7.76
decalage,5.0
horaire,5.0
lundi,6.74
229,4.32
rt,5.62
le,7.76
retour,6.55
des,5.91
siestes,5.0
230,3.99
en,4.83
route,5.3
avec,6.72
le,7.76
labdavanac,5.0
etape,5.0
10,5.67
https,4.56
t,6.09
co,6.35
x68nswo2g3,5.0
231,3.95
le,7.76
mal,5.83
n,6.26
a,5.78
pas,5.86
d,5.91
odeur,5.0
232,3.72
rt,5.62
cette,5.98
musique,6.07
c,6.35
est,6.17
le,7.76
meilleur,6.65
feat,5.13
homme,7.1
femme,5.47
toute,4.7
catégorie,4.84
confondu,5.0
jla,3.62
chanterai,5.0
comme,6.58
berceuse,4.95
a,5.78
mes,4.25
enfant,4.43
ht,5.34
233,4.19
rt,5.62
les,6.43
arabes,4.49
leurs,5.9
mariages,5.0
c,6.35
est,6.17
un,4.86
délire,5.0
ils,5.46
louent,5.0
des,5.91
audi,6.71
des,5.91
lambo,3.84
des,5.91
fusées,5.0
des,5.91
jet,4.95
packs,6.16
pour,6.17
finir,5.0
au,7.33
8eme,5.0
eta,4.68
234,3.91
rt,5.62
dans,6.67
le,7.76
top,6.15
5,6.12
des,5.91
choses,4.91
qui,6.16
me,6.01
manquent,5.0
le,7.76
plus,6.56
à,7.29
l,6.15
ol,6.03
lisandro,5.84
est,6.17
1er,6.73
devant,4.99
lisandro,5.84
lisandro,5.84
lisandro,5.84
et,6.81
lisa,5.83
235,4.5
rt,5.62
sérieusement,5.0
venez,5.0
on,6.06
vérifie,5.0
si,6.96
on,6.06
a,5.78
pas,5.86
sauter,5.64
un,4.86
mois,6.3
et,6.81
si,6.96
c,6.35
est,6.17
le,7.76
cas,5.76
on,6.06
recommence,4.28
parce,4.52
que,5.08
de,6.24
la,5.78
neige,5.43
en,4.83
mar,6.57
236,4.17
avec,6.72
le,7.76
verseau,5.0
concentrez,5.0
vous,6.27
sur,6.28
le,7.76
présent,5.12
car,6.0
il,5.33
n,6.26
aime,6.4
pas,5.86
trop,4.65
s,5.9
engager,5.0
allez,5.23
à,7.29
son,6.73
rythme,4.56
237,3.95
rt,5.62
le,7.76
vrai,5.22
amour,7.54
c,6.35
est,6.17
grandir,5.0
en,4.83
tant,3.8
que,5.08
couple,5.6
d,5.91
apprendre,5.0
d,5.91
avantage,5.43
l,6.15
un,4.86
de,6.24
l,6.15
autre,5.42
et,6.81
ne,5.81
jamais,5.72
abandonner,5.0
la,5.78
personn,5.0
238,3.93
le,7.76
gp,5.23
samyn,5.49
en,4.83
direct,5.22
gilbert,6.53
a,5.78
abandonné,5.0
live,5.81
https,4.56
t,6.09
co,6.35
uaqvp0psiw,5.0
via,5.48
239,4.14
rt,5.62
le,7.76
temps,5.32
est,6.17
vraiment,5.0
fou,7.49
240,4.58
ma,6.33
couille,5.0
il,5.33
l,6.15
on,6.06
mis,4.39
en,4.83
commentaire,5.0
wsh,3.34
faut,6.37
le,7.76
voir,4.7
241,4.18
g,6.46
découver,5.0
1,5.95
nvx,5.0
smiley,5.7
gt,7.05
c,6.35
le,7.76
lsmiley,5.0
coquin,5.0
malin,4.68
242,4.13
rt,5.62
le,7.76
nouvel,7.28
album,6.4
gt,7.05
https,4.56
t,6.09
co,6.35
lwo0sl4ol0,5.0
243,4.06
rt,5.62
moldiv,5.0
osez,5.0
le,7.76
cadeau,6.05
original,6.33
je,6.19
personnalise,5.0
tout,6.58
vos,6.03
objets,4.87
07,5.18
53,4.55
58,4.42
35,5.1
82,4.12
https,4.56
t,6.09
co,6.35
t0lhpjzrmq,5.0
244,3.99
partouze,5.0
dans,6.67
le,7.76
parc,5.76
entre,5.2
infirmières,5.0
et,6.81
toubibs,5.0
ce,6.34
centre,6.62
de,6.24
https,4.56
t,6.09
co,6.35
nohow8apgs,5.0
245,4.46
rt,5.62
le,7.76
meilleur,6.65
rappeur,5.0
parmi,5.7
les,6.43
3,5.99
objectivement,5.0
247,3.62
champs,5.48
noisy,4.65
et,6.81
si,6.96
le,7.76
conseil,5.56
régional,5.72
s,5.9
installait,5.0
à,7.29
la,5.78
cité,4.82
descartes,5.4
les,6.43
communes,5.1
de,6.24
champs,5.48
sur,6.28
marne,5.31
https,4.56
t,6.09
co,6.35
icup0rzzaz,5.0
248,4.1
c,6.35
est,6.17
pas,5.86
que,5.08
je,6.19
n,6.26
aime,6.4
pas,5.86
la,5.78
neige,5.43
le,7.76
vent,5.84
et,6.81
la,5.78
pluie,4.59
mais,5.7
c,6.35
est,6.17
quand,5.21
même,6.66
un,4.86
tout,6.58
petit,8.57
peu,6.22
la,5.78
tempête,4.67
là,6.05
non,4.07
xd,6.21
paris,5.67
tempete,5.0
249,4.72
rt,5.62
rt,5.62
et,6.81
gagne,5.46
tes,5.21
places,4.92
pour,6.17
le,7.76
1er,6.73
1,5.95
4,6.17
de,6.24
finale,5.57
du,7.73
contest,5.75
à,7.29
la,5.78
petite,7.27
halle,6.72
villette,5.31
soul,6.23
https,4.56
t,6.09
co,6.35
bs,4.48
250,4.58
le,7.76
pantalon,5.0
de,6.24
ski,5.58
ça,5.21
va,4.51
pas,5.86
être,5.76
possible,4.58
par,6.17
contre,4.51
251,4.17
quels,5.0
critères,5.0
pour,6.17
choisir,4.47
une,7.07
société,5.37
de,6.24
portagesalarial,5.0
suivez,5.0
le,7.76
guide,7.01
et,6.81
évitez,5.0
les,6.43
pièges,5.0
gt,7.05
gt,7.05
https,4.56
t,6.09
co,6.35
31bpcaewmg,5.0
252,4.37
oui,4.98
le,7.76
gang,4.51
des,5.91
putes,3.83
besssst,5.0
squads,4.54
https,4.56
t,6.09
co,6.35
keusragcet,5.0
253,3.65
rt,5.62
dans,6.67
100,4.9
jours,5.77
la,5.78
france,5.73
accueillera,5.0
l,6.15
europe,4.89
du,7.73
football,5.38
rendez,6.15
vous,6.27
le,7.76
10,5.67
juin,6.66
ensemble,6.63
254,4.04
pk,6.56
dans,6.67
ma,6.33
tl,6.67
y,5.74
a,5.78
pleins,5.0
de,6.24
gens,5.98
qui,6.16
disent,5.0
que,5.08
chez,7.17
eux,5.62
ils,5.46
neige,5.43
pas,5.86
contrairement,5.0
à,7.29
tout,6.58
le,7.76
monde,6.69
et,6.81
personne,6.02
qui,6.16
dit,6.0
qu,6.09
il,5.33
neige,5.43
255,4.54
rt,5.62
le,7.76
contre,4.51
discours,5.07
de,6.24
la,5.78
méthode,4.79
de,6.24
macron,5.05
https,4.56
t,6.09
co,6.35
zf4qma2aor,5.0
via,5.48
256,5.05
le,7.76
15,5.68
mars,5.82
je,6.19
passe,5.75
le,7.76
permis,5.0
d,5.91
257,4.01
rt,5.62
avec,6.72
le,7.76
temps,5.32
tu,5.59
va,4.51
comprendre,5.0
que,5.08
les,6.43
bonnes,4.87
personnes,4.58
sont,6.13
celles,4.83
que,5.08
tu,5.59
as,6.16
oubliées,5.0
ou,5.94
mises,5.02
de,6.24
cotées,5.0
258,4.32
neige,5.43
pluie,4.59
neige,5.43
pluie,4.59
fait,5.63
pas,5.86
le,7.76
gamin,5.91
le,7.76
ciel,6.95
enleve,5.0
les,6.43
deux,5.87
259,3.95
je,6.19
crois,4.75
que,5.08
je,6.19
suis,5.84
la,5.78
seule,5.62
à,7.29
adorer,5.0
aller,6.02
chez,7.17
le,7.76
dentiste,5.0
260,4.13
de,6.24
leurs,5.9
prix,6.18
point,6.05
barre,4.31
je,6.19
pense,4.65
que,5.08
c,6.35
est,6.17
surtout,5.0
le,7.76
fait,5.63
de,6.24
sacré,6.28
un,4.86
film,5.44
dont,5.29
le,7.76
titre,5.21
et,6.81
l,6.15
affiche,5.0
met,6.04
en,4.83
scène,4.29
une,7.07
261,3.02
https,4.56
t,6.09
co,6.35
uhslt36hhh,5.0
le,7.76
second,5.99
duel,6.46
avec,6.72
bon,8.13
visionnage,5.0
à,7.29
tous,5.86
https,4.56
t,6.09
co,6.35
apr9trcxiz,5.0
262,4.53
rt,5.62
le,7.76
petit,8.57
de,6.24
5,6.12
ans,5.18
qui,6.16
se,5.9
fait,5.63
violer,5.0
par,6.17
un,4.86
pédophile,5.0
c,6.35
est,6.17
sa,5.22
faute,4.88
aussi,5.47
psq,5.0
il,5.33
était,5.93
trop,4.65
sexy,6.63
avec,6.72
son,6.73
petit,8.57
short,5.56
263,4.47
rt,5.62
sur,6.28
le,7.76
coran,5.02
a,5.78
la,5.78
sortie,4.98
du,7.73
lycee,5.6
jai,6.93
pousser,5.0
une,7.07
meuf,5.0
sans,5.94
mexcuser,5.0
elle,7.61
ma,6.33
ajouter,5.0
sur,6.28
fb,6.38
elle,7.61
ma,6.33
dis,5.02
depuis,6.45
tu,5.59
ma,6.33
pousser,5.0
j,6.62
264,4.79
ha,5.41
ça,5.21
yé,4.46
ça,5.21
rentre,5.0
dans,6.67
l,6.15
ordre,5.39
c,6.35
est,6.17
qui,6.16
le,7.76
patron,6.71
pointneige,5.0
tp,6.13
265,4.2
rt,5.62
c,6.35
est,6.17
la,5.78
seule,5.62
photo,5.68
où,5.69
tout,6.58
le,7.76
monde,6.69
souris,4.82
violettalive,5.0
https,4.56
t,6.09
co,6.35
266,4.3
rt,5.62
le,7.76
lion,6.15
a,5.78
tendance,5.0
à,7.29
réagir,5.0
rapidement,5.0
au,7.33
lieu,6.05
de,6.24
prendre,5.51
le,7.76
temps,5.32
de,6.24
la,5.78
réflexion,5.0
